,time,flux
14336,1732.6427692829875,635.8468
14337,1732.6441581747229,621.3645
14338,1732.6455470664605,629.8582
14339,1732.6469359581993,617.98444
14340,1732.648324849938,636.2197
14341,1732.6497137416768,620.4846
14342,1732.651102633416,610.6709
14343,1732.652491525156,627.21454
14344,1732.6538804168965,628.3307
14345,1732.655269308638,604.8415
14346,1732.6566582003807,630.0539
14347,1732.6580470921242,625.31726
14348,1732.659435983868,612.3988
14349,1732.6608248756115,620.02966
14350,1732.6622137673558,625.1564
14351,1732.6636026591018,622.92456
14352,1732.664991550848,621.9879
14353,1732.6663804425946,635.09467
14354,1732.6677693343413,629.54224
14355,1732.6691582260887,628.04553
14356,1732.6705471178382,624.6537
14357,1732.6719360095885,634.6193
14358,1732.6733249013382,618.5588
14359,1732.6747137930888,609.2212
14360,1732.6761026848405,626.4458
14361,1732.6774915765914,617.99585
14362,1732.678880468343,620.31604
14363,1732.6802693600966,612.81104
14364,1732.6816582518509,614.8079
